"2011-2012 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,
"In schools with 10 or more kindergarten students enrolled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHOOL CODE",COUNTY,"PUB/ PRIV","PUBLIC SCHOOL DISTRICT",CITY,"SCHOOL NAME",ENROLLMENT,UP-TO-DATE†,,"CONDI- TIONAL*",,PME**,,"PBE§ ",,DTP††,,POLIO¥,,"1 MMRll ",,"2 MMR‡ ",,HEPB§,,VARI¶,,REPORTED
6052443,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"DON PEDRO ELEM.",92,90,97.8260869565217,0,0,0,0,2,2.17391304347826,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,Y
0109074,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"JOEL HIDAHL ELEMENTARY",69,69,100,0,0,0,0,0,0,69,100,69,100,69,100,69,100,69,100,69,100,Y
0110734,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"LA ROSA ELEMENTARY",87,83,95.4022988505747,1,1.14942528735632,0,0,3,3.44827586206897,83,95.4022988505747,84,96.551724137931,84,96.551724137931,84,96.551724137931,84,96.551724137931,84,96.551724137931,Y
6112338,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"SAMUEL VAUGHN ELEM.",92,90,97.8260869565217,0,0,0,0,2,2.17391304347826,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,Y
0109090,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"SINCLEAR ELEMENTARY",92,89,96.7391304347826,0,0,0,0,3,3.26086956521739,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,Y
6052450,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"WALTER WHITE ELEM.",109,106,97.2477064220184,1,0.91743119266055,0,0,2,1.8348623853211,106,97.2477064220184,106,97.2477064220184,107,98.1651376146789,106,97.2477064220184,107,98.1651376146789,107,98.1651376146789,Y
0107128,STANISLAUS,PUBLIC,"CERES UNIFIED",CERES,"WHITMORE CHARTER SCHOOL OF ART & TECHNOLOGY",44,43,97.7272727272727,1,2.27272727272727,0,0,0,0,44,100,44,100,44,100,43,97.7272727272727,44,100,44,100,Y
0109082,STANISLAUS,PUBLIC,"CERES UNIFIED",MODESTO,"M. ROBERT ADKISON ELEMENTARY",95,95,100,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,95,100,Y
0112292,STANISLAUS,PUBLIC,"CERES UNIFIED",MODESTO,"SUMMIT CHARTER ACADEMY",72,64,88.8888888888889,5,6.94444444444444,0,0,3,4.16666666666667,64,88.8888888888889,66,91.6666666666667,69,95.8333333333333,66,91.6666666666667,68,94.4444444444444,68,94.4444444444444,Y
6108435,STANISLAUS,PUBLIC,"CERES UNIFIED",MODESTO,"VIRGINIA PARKS ELEM.",91,89,97.8021978021978,2,2.1978021978022,0,0,0,0,89,97.8021978021978,90,98.9010989010989,91,100,90,98.9010989010989,90,98.9010989010989,91,100,Y
6052468,STANISLAUS,PUBLIC,"CERES UNIFIED",MODESTO,"WESTPORT ELEM.",71,71,100,0,0,0,0,0,0,71,100,71,100,71,100,71,100,71,100,71,100,Y
6052484,STANISLAUS,PUBLIC,"CHATOM UNION ELEMENTARY",TURLOCK,"CHATOM ELEMENTARY",66,65,98.4848484848485,1,1.51515151515152,0,0,0,0,66,100,65,98.4848484848485,66,100,66,100,66,100,66,100,Y
6052500,STANISLAUS,PUBLIC,"DENAIR UNIFIED",DENAIR,"DENAIR ELEM.",83,81,97.5903614457831,0,0,0,0,2,2.40963855421687,81,97.5903614457831,81,97.5903614457831,81,97.5903614457831,81,97.5903614457831,81,97.5903614457831,81,97.5903614457831,Y
6052518,STANISLAUS,PUBLIC,"EMPIRE UNION ELEMENTARY",EMPIRE,"EMPIRE ELEM.",48,44,91.6666666666667,4,8.33333333333333,0,0,0,0,45,93.75,46,95.8333333333333,48,100,46,95.8333333333333,48,100,48,100,Y
6093504,STANISLAUS,PUBLIC,"EMPIRE UNION ELEMENTARY",MODESTO,"CAPISTRANO ELEM.",70,67,95.7142857142857,3,4.28571428571429,0,0,0,0,68,97.1428571428571,69,98.5714285714286,70,100,67,95.7142857142857,70,100,70,100,Y
6107932,STANISLAUS,PUBLIC,"EMPIRE UNION ELEMENTARY",MODESTO,"HUGHES ELEM.",70,64,91.4285714285714,3,4.28571428571429,0,0,3,4.28571428571429,65,92.8571428571429,65,92.8571428571429,67,95.7142857142857,65,92.8571428571429,66,94.2857142857143,67,95.7142857142857,Y
6098180,STANISLAUS,PUBLIC,"EMPIRE UNION ELEMENTARY",MODESTO,"SIPHERD (CHRISTINE) ELEM.",75,72,96,0,0,0,0,3,4,72,96,72,96,72,96,72,96,72,96,72,96,Y
6111892,STANISLAUS,PUBLIC,"EMPIRE UNION ELEMENTARY",MODESTO,"STROUD (ALICE N.) ELEM.",75,68,90.6666666666667,6,8,0,0,1,1.33333333333333,69,92,69,92,74,98.6666666666667,68,90.6666666666667,74,98.6666666666667,74,98.6666666666667,Y
6052542,STANISLAUS,PUBLIC,"HART-RANSOM UNION ELEMENTARY",MODESTO,"HART-RANSOM ELEM.",74,69,93.2432432432432,3,4.05405405405405,0,0,2,2.7027027027027,71,95.9459459459459,70,94.5945945945946,72,97.2972972972973,70,94.5945945945946,72,97.2972972972973,72,97.2972972972973,Y
6112965,STANISLAUS,PUBLIC,"HART-RANSOM UNION ELEMENTARY",MODESTO,"HART-RANSOM HOME BASED ACADEMICS",25,16,64,2,8,0,0,7,28,16,64,16,64,18,72,17,68,18,72,17,68,Y
6112627,STANISLAUS,PUBLIC,"HICKMAN COMMUNITY CHARTER",HICKMAN,"HICKMAN CHARTER",75,46,61.3333333333333,0,0,0,0,29,38.6666666666667,46,61.3333333333333,46,61.3333333333333,46,61.3333333333333,46,61.3333333333333,46,61.3333333333333,46,61.3333333333333,Y
6052559,STANISLAUS,PUBLIC,"HICKMAN COMMUNITY CHARTER",HICKMAN,"HICKMAN ELEM.",46,43,93.4782608695652,0,0,0,0,3,6.52173913043478,43,93.4782608695652,43,93.4782608695652,43,93.4782608695652,43,93.4782608695652,43,93.4782608695652,43,93.4782608695652,Y
6052575,STANISLAUS,PUBLIC,"HUGHSON UNIFIED",HUGHSON,"HUGHSON ELEM.",143,142,99.3006993006993,1,0.6993006993007,0,0,0,0,142,99.3006993006993,143,100,143,100,142,99.3006993006993,142,99.3006993006993,142,99.3006993006993,Y
6052591,STANISLAUS,PUBLIC,"KEYES UNION",KEYES,"KEYES ELEM.",102,92,90.1960784313726,10,9.80392156862745,0,0,0,0,95,93.1372549019608,95,93.1372549019608,102,100,95,93.1372549019608,99,97.0588235294118,102,100,Y
6113286,STANISLAUS,PUBLIC,"KEYES UNION",KEYES,"KEYS TO LEARNING CHARTER",27,23,85.1851851851852,0,0,0,0,4,14.8148148148148,23,85.1851851851852,23,85.1851851851852,23,85.1851851851852,23,85.1851851851852,23,85.1851851851852,23,85.1851851851852,Y
6052609,STANISLAUS,PUBLIC,"KNIGHTS FERRY ELEMENTARY","KNIGHTS FERRY","KNIGHTS FERRY ELEM.",14,14,100,0,0,0,0,0,0,14,100,14,100,14,100,14,100,14,100,14,100,Y
6052625,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"BEARD ELEM.",65,64,98.4615384615385,0,0,0,0,1,1.53846153846154,64,98.4615384615385,64,98.4615384615385,64,98.4615384615385,64,98.4615384615385,64,98.4615384615385,64,98.4615384615385,Y
6052633,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"BRET HARTE ELEM.",141,139,98.5815602836879,1,0.70921985815603,0,0,1,0.70921985815603,139,98.5815602836879,140,99.290780141844,140,99.290780141844,140,99.290780141844,140,99.290780141844,140,99.290780141844,Y
6052641,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"BURBANK ELEM.",100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,Y
6052658,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"EL VISTA ELEM.",50,49,98,0,0,0,0,1,2,49,98,49,98,49,98,49,98,49,98,49,98,Y
6052666,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"ENSLEN ELEM.",56,47,83.9285714285714,7,12.5,1,1.78571428571429,1,1.78571428571429,47,83.9285714285714,49,87.5,53,94.6428571428571,51,91.0714285714286,52,92.8571428571429,53,94.6428571428571,Y
6052674,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"EVERETT ELEM.",70,68,97.1428571428571,0,0,0,0,2,2.85714285714286,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,Y
6052682,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"FAIRVIEW ELEM.",133,132,99.2481203007519,1,0.75187969924812,0,0,0,0,132,99.2481203007519,133,100,133,100,133,100,133,100,133,100,Y
6052690,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"FRANKLIN ELEMENTARY",144,143,99.3055555555556,1,0.69444444444444,0,0,0,0,143,99.3055555555556,143,99.3055555555556,144,100,143,99.3055555555556,144,100,144,100,Y
6052708,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"FREMONT ELEM. & FREMONT OPEN",76,69,90.7894736842105,0,0,0,0,7,9.21052631578947,69,90.7894736842105,69,90.7894736842105,69,90.7894736842105,69,90.7894736842105,69,90.7894736842105,69,90.7894736842105,Y
6052716,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"GARRISON ELEM.",58,57,98.2758620689655,1,1.72413793103448,0,0,0,0,57,98.2758620689655,57,98.2758620689655,58,100,57,98.2758620689655,58,100,58,100,Y
6105670,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"HARRIET KIRSCHEN",95,95,100,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,95,100,Y
6097752,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"LAKEWOOD ELEM.",47,44,93.6170212765958,2,4.25531914893617,0,0,1,2.12765957446809,45,95.7446808510638,46,97.8723404255319,46,97.8723404255319,45,95.7446808510638,46,97.8723404255319,46,97.8723404255319,Y
6052773,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"MARSHALL (JAMES) ELEM.",112,108,96.4285714285714,3,2.67857142857143,0,0,1,0.89285714285714,109,97.3214285714286,111,99.1071428571429,111,99.1071428571429,111,99.1071428571429,110,98.2142857142857,111,99.1071428571429,Y
6107023,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"MARTONE ELEM.",94,92,97.8723404255319,2,2.12765957446809,0,0,0,0,92,97.8723404255319,93,98.936170212766,94,100,93,98.936170212766,94,100,94,100,Y
6052724,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"MUIR (JOHN) ELEM.",79,77,97.4683544303797,2,2.53164556962025,0,0,0,0,77,97.4683544303797,78,98.7341772151899,79,100,78,98.7341772151899,79,100,79,100,Y
6052799,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"ROBERTSON ROAD ELEM.",72,68,94.4444444444444,4,5.55555555555556,0,0,0,0,68,94.4444444444444,70,97.2222222222222,72,100,70,97.2222222222222,72,100,72,100,Y
6052815,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"ROSE AVE. ELEM.",73,73,100,0,0,0,0,0,0,73,100,73,100,73,100,73,100,73,100,73,100,Y
6052823,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"SHACKELFORD ELEM.",96,94,97.9166666666667,1,1.04166666666667,0,0,1,1.04166666666667,94,97.9166666666667,95,98.9583333333333,95,98.9583333333333,95,98.9583333333333,95,98.9583333333333,95,98.9583333333333,Y
6093512,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"SONOMA ELEM.",52,51,98.0769230769231,0,0,0,0,1,1.92307692307692,51,98.0769230769231,51,98.0769230769231,51,98.0769230769231,51,98.0769230769231,51,98.0769230769231,51,98.0769230769231,Y
6052849,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"TUOLUMNE ELEM.",93,91,97.8494623655914,1,1.0752688172043,0,0,1,1.0752688172043,91,97.8494623655914,91,97.8494623655914,92,98.9247311827957,91,97.8494623655914,91,97.8494623655914,92,98.9247311827957,Y
6052872,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"WILSON ELEM.",49,47,95.9183673469388,2,4.08163265306122,0,0,0,0,47,95.9183673469388,49,100,49,100,49,100,49,100,49,100,Y
6052781,STANISLAUS,PUBLIC,"MODESTO CITY ELEMENTARY",MODESTO,"WRIGHT (ORVILLE) ELEM.",79,75,94.9367088607595,3,3.79746835443038,0,0,1,1.26582278481013,75,94.9367088607595,76,96.2025316455696,78,98.7341772151899,75,94.9367088607595,78,98.7341772151899,78,98.7341772151899,Y
6025712,STANISLAUS,PUBLIC,"NEWMAN-CROWS LANDING UNIFIED","CROWS LANDING","BONITA ELEM.",29,24,82.7586206896552,5,17.2413793103448,0,0,0,0,24,82.7586206896552,24,82.7586206896552,29,100,24,82.7586206896552,29,100,29,100,Y
0101188,STANISLAUS,PUBLIC,"NEWMAN-CROWS LANDING UNIFIED",NEWMAN,"HUNT ELEMENTARY",61,43,70.4918032786885,18,29.5081967213115,0,0,0,0,43,70.4918032786885,43,70.4918032786885,61,100,43,70.4918032786885,61,100,61,100,Y
0124073,STANISLAUS,PUBLIC,"NEWMAN-CROWS LANDING UNIFIED",NEWMAN,"HURD BARRINGTON ELEMENTARY",88,72,81.8181818181818,15,17.0454545454545,0,0,1,1.13636363636364,72,81.8181818181818,72,81.8181818181818,87,98.8636363636364,72,81.8181818181818,87,98.8636363636364,87,98.8636363636364,Y
6025753,STANISLAUS,PUBLIC,"NEWMAN-CROWS LANDING UNIFIED",NEWMAN,"VON RENNER ELEM.",60,50,83.3333333333333,10,16.6666666666667,0,0,0,0,50,83.3333333333333,50,83.3333333333333,60,100,50,83.3333333333333,60,100,60,100,Y
6052880,STANISLAUS,PUBLIC,"OAKDALE JOINT UNIFIED",OAKDALE,"CLOVERLAND ELEM.",84,79,94.0476190476191,3,3.57142857142857,0,0,2,2.38095238095238,80,95.2380952380952,82,97.6190476190476,82,97.6190476190476,81,96.4285714285714,82,97.6190476190476,82,97.6190476190476,Y
6052898,STANISLAUS,PUBLIC,"OAKDALE JOINT UNIFIED",OAKDALE,"FAIR OAKS ELEM.",125,119,95.2,2,1.6,0,0,4,3.2,120,96,120,96,120,96,121,96.8,121,96.8,121,96.8,Y
6100390,STANISLAUS,PUBLIC,"OAKDALE JOINT UNIFIED",OAKDALE,"MAGNOLIA AVE. ELEM.",70,68,97.1428571428571,0,0,0,0,2,2.85714285714286,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,Y
0107979,STANISLAUS,PUBLIC,"OAKDALE JOINT UNIFIED",OAKDALE,"SIERRA VIEW ELEMENTARY",89,87,97.752808988764,1,1.12359550561798,0,0,1,1.12359550561798,87,97.752808988764,88,98.876404494382,88,98.876404494382,88,98.876404494382,87,97.752808988764,88,98.876404494382,Y
0112383,STANISLAUS,PUBLIC,"PARADISE ELEMENTARY",MODESTO,"PARADISE CHARTER",13,12,92.3076923076923,0,0,0,0,1,7.69230769230769,12,92.3076923076923,12,92.3076923076923,12,92.3076923076923,12,92.3076923076923,12,92.3076923076923,12,92.3076923076923,Y
0110080,STANISLAUS,PUBLIC,"PATTERSON JOINT UNIFIED",PATTERSON,"APRICOT VALLEY",140,134,95.7142857142857,6,4.28571428571429,0,0,0,0,138,98.5714285714286,138,98.5714285714286,140,100,138,98.5714285714286,138,98.5714285714286,140,100,Y
6052948,STANISLAUS,PUBLIC,"PATTERSON JOINT UNIFIED",PATTERSON,"LAS PALMAS ELEM.",92,92,100,0,0,0,0,0,0,92,100,92,100,92,100,92,100,92,100,92,100,Y
6052955,STANISLAUS,PUBLIC,"PATTERSON JOINT UNIFIED",PATTERSON,"NORTHMEAD ELEM.",81,79,97.5308641975309,2,2.46913580246914,0,0,0,0,79,97.5308641975309,81,100,81,100,79,97.5308641975309,81,100,81,100,Y
0118927,STANISLAUS,PUBLIC,"PATTERSON JOINT UNIFIED",PATTERSON,"WALNUT GROVE ELEMENTARY",91,90,98.9010989010989,1,1.0989010989011,0,0,0,0,90,98.9010989010989,91,100,91,100,91,100,91,100,91,100,Y
6052922,STANISLAUS,PUBLIC,"PATTERSON JOINT UNIFIED",WESTLEY,"GRAYSON CHARTER",49,48,97.9591836734694,1,2.04081632653061,0,0,0,0,48,97.9591836734694,48,97.9591836734694,49,100,48,97.9591836734694,48,97.9591836734694,49,100,Y
6052971,STANISLAUS,PUBLIC,"RIVERBANK UNIFIED",RIVERBANK,"CALIFORNIA AVE. ELEM.",109,104,95.4128440366973,4,3.6697247706422,0,0,1,0.91743119266055,104,95.4128440366973,104,95.4128440366973,108,99.0825688073395,108,99.0825688073395,108,99.0825688073395,108,99.0825688073395,Y
0113852,STANISLAUS,PUBLIC,"RIVERBANK UNIFIED",RIVERBANK,"RIVERBANK LANGUAGE ACADEMY",63,63,100,0,0,0,0,0,0,63,100,63,100,63,100,63,100,63,100,63,100,Y
0118810,STANISLAUS,PUBLIC,"RIVERBANK UNIFIED",RIVERBANK,"RUSD ELEMENTARY SCHOOL #3",82,81,98.780487804878,1,1.21951219512195,0,0,0,0,81,98.780487804878,81,98.780487804878,82,100,82,100,82,100,82,100,Y
6053011,STANISLAUS,PUBLIC,"ROBERTS FERRY UNION ELEMENTARY",WATERFORD,"ROBERTS FERRY UNION ELEMENTARY",11,11,100,0,0,0,0,0,0,11,100,11,100,11,100,11,100,11,100,11,100,Y
6113823,STANISLAUS,PUBLIC,"SALIDA UNION ELEMENTARY",SALIDA,"DENA BOER",90,86,95.5555555555556,0,0,0,0,4,4.44444444444444,86,95.5555555555556,86,95.5555555555556,86,95.5555555555556,86,95.5555555555556,86,95.5555555555556,86,95.5555555555556,Y
6053037,STANISLAUS,PUBLIC,"SALIDA UNION ELEMENTARY",SALIDA,"SALIDA ELEMENTARY",90,87,96.6666666666667,3,3.33333333333333,0,0,0,0,88,97.7777777777778,89,98.8888888888889,90,100,88,97.7777777777778,89,98.8888888888889,90,100,Y
6106934,STANISLAUS,PUBLIC,"SALIDA UNION ELEMENTARY",SALIDA,"SISK ELEM.",91,84,92.3076923076923,0,0,0,0,7,7.69230769230769,84,92.3076923076923,84,92.3076923076923,84,92.3076923076923,84,92.3076923076923,84,92.3076923076923,84,92.3076923076923,Y
6053045,STANISLAUS,PUBLIC,"SHILOH ELEMENTARY",MODESTO,"SHILOH ELEM.",18,17,94.4444444444444,1,5.55555555555556,0,0,0,0,18,100,17,94.4444444444444,18,100,18,100,18,100,18,100,Y
0117457,STANISLAUS,PUBLIC,"STANISLAUS COUNTY OFFICE OF EDUCATION",MODESTO,"GREAT VALLEY ACADEMY",83,76,91.566265060241,0,0,0,0,7,8.43373493975904,76,91.566265060241,76,91.566265060241,76,91.566265060241,76,91.566265060241,76,91.566265060241,76,91.566265060241,Y
6069546,STANISLAUS,PUBLIC,"STANISLAUS COUNTY OFFICE OF EDUCATION",MODESTO,"SPECIAL EDUCATION",21,12,57.1428571428571,7,33.3333333333333,0,0,2,9.52380952380952,12,57.1428571428571,12,57.1428571428571,19,90.4761904761905,12,57.1428571428571,19,90.4761904761905,12,57.1428571428571,Y
6108302,STANISLAUS,PUBLIC,"STANISLAUS UNION ELEMENTARY",MODESTO,"BAPTIST (AGNES E.) ELEM.",83,83,100,0,0,0,0,0,0,83,100,83,100,83,100,83,100,83,100,83,100,Y
6053060,STANISLAUS,PUBLIC,"STANISLAUS UNION ELEMENTARY",MODESTO,"CHRYSLER (JOSEPHINE) ELEM.",85,84,98.8235294117647,1,1.17647058823529,0,0,0,0,84,98.8235294117647,85,100,85,100,85,100,85,100,85,100,Y
6098297,STANISLAUS,PUBLIC,"STANISLAUS UNION ELEMENTARY",MODESTO,"EISENHUT (GEORGE) ELEM.",82,77,93.9024390243902,0,0,0,0,5,6.09756097560976,77,93.9024390243902,77,93.9024390243902,77,93.9024390243902,77,93.9024390243902,77,93.9024390243902,77,93.9024390243902,Y
0105700,STANISLAUS,PUBLIC,"STANISLAUS UNION ELEMENTARY",MODESTO,"MARY LOU DIETERICH ELEMENTARY",85,81,95.2941176470588,0,0,0,0,4,4.70588235294118,81,95.2941176470588,81,95.2941176470588,81,95.2941176470588,81,95.2941176470588,81,95.2941176470588,81,95.2941176470588,Y
6053078,STANISLAUS,PUBLIC,"STANISLAUS UNION ELEMENTARY",MODESTO,"STANISLAUS ELEM.",55,52,94.5454545454545,2,3.63636363636364,0,0,1,1.81818181818182,52,94.5454545454545,53,96.3636363636364,54,98.1818181818182,54,98.1818181818182,53,96.3636363636364,54,98.1818181818182,Y
0118125,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"ASPIRE UNIVERSITY CHARTER",44,42,95.4545454545455,0,0,0,0,2,4.54545454545455,42,95.4545454545455,42,95.4545454545455,42,95.4545454545455,42,95.4545454545455,42,95.4545454545455,42,95.4545454545455,Y
6071583,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"BROWN (COLEMAN F.) ELEM.",63,61,96.8253968253968,0,0,0,0,2,3.17460317460317,61,96.8253968253968,61,96.8253968253968,61,96.8253968253968,61,96.8253968253968,61,96.8253968253968,61,96.8253968253968,Y
6095517,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"COFFEE (STOCKARD) ELEM.",68,61,89.7058823529412,6,8.82352941176471,1,1.47058823529412,0,0,62,91.1764705882353,63,92.6470588235294,66,97.0588235294118,62,91.1764705882353,66,97.0588235294118,66,97.0588235294118,Y
6120430,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"FREEDOM ELEM",114,108,94.7368421052632,3,2.63157894736842,0,0,3,2.63157894736842,109,95.6140350877193,110,96.4912280701754,111,97.3684210526316,109,95.6140350877193,111,97.3684210526316,111,97.3684210526316,Y
0113803,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"MARY ANN SANDERS ELEMENTARY",83,80,96.3855421686747,0,0,0,0,3,3.6144578313253,80,96.3855421686747,80,96.3855421686747,80,96.3855421686747,80,96.3855421686747,80,96.3855421686747,80,96.3855421686747,Y
6111009,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"ORCHARD ELEM.",64,63,98.4375,1,1.5625,0,0,0,0,64,100,63,98.4375,64,100,63,98.4375,64,100,64,100,Y
6053086,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"SHERWOOD ELEM.",63,58,92.0634920634921,2,3.17460317460317,1,1.58730158730159,2,3.17460317460317,58,92.0634920634921,58,92.0634920634921,60,95.2380952380952,60,95.2380952380952,60,95.2380952380952,60,95.2380952380952,Y
6053102,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"STANDIFORD ELEM.",59,57,96.6101694915254,2,3.38983050847458,0,0,0,0,57,96.6101694915254,57,96.6101694915254,59,100,57,96.6101694915254,59,100,59,100,Y
6053110,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"SYLVAN ELEM.",60,54,90,4,6.66666666666667,0,0,2,3.33333333333333,56,93.3333333333333,58,96.6666666666667,58,96.6666666666667,56,93.3333333333333,58,96.6666666666667,58,96.6666666666667,Y
6053128,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",MODESTO,"WOODROW ELEM.",65,62,95.3846153846154,0,0,0,0,3,4.61538461538462,62,95.3846153846154,62,95.3846153846154,62,95.3846153846154,62,95.3846153846154,62,95.3846153846154,62,95.3846153846154,Y
0113795,STANISLAUS,PUBLIC,"SYLVAN UNION ELEMENTARY",RIVERBANK,"CROSSROADS ELEM.",154,143,92.8571428571429,7,4.54545454545455,0,0,4,2.5974025974026,148,96.1038961038961,145,94.1558441558442,150,97.4025974025974,148,96.1038961038961,149,96.7532467532468,150,97.4025974025974,Y
6102743,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"BROWN (WALTER)",104,99,95.1923076923077,4,3.84615384615385,0,0,1,0.96153846153846,100,96.1538461538462,101,97.1153846153846,103,99.0384615384615,102,98.0769230769231,101,97.1153846153846,103,99.0384615384615,Y
6053151,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"CROWELL ELEM.",109,107,98.1651376146789,0,0,0,0,2,1.8348623853211,107,98.1651376146789,107,98.1651376146789,107,98.1651376146789,107,98.1651376146789,107,98.1651376146789,107,98.1651376146789,Y
6053169,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"CUNNINGHAM ELEM.",127,127,100,0,0,0,0,0,0,127,100,127,100,127,100,127,100,127,100,127,100,Y
6115208,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"DENNIS G. EARL ELEMENTARY",107,104,97.196261682243,2,1.86915887850467,0,0,1,0.93457943925234,105,98.1308411214953,105,98.1308411214953,106,99.0654205607477,105,98.1308411214953,105,98.1308411214953,106,99.0654205607477,Y
6053177,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"JULIEN ELEM.",100,95,95,2,2,0,0,3,3,95,95,96,96,97,97,96,96,97,97,97,97,Y
0108175,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"MEDEIROS (SANDRA TOVAR) ELEMENTARY",107,101,94.392523364486,2,1.86915887850467,1,0.93457943925234,3,2.80373831775701,103,96.2616822429907,103,96.2616822429907,103,96.2616822429907,101,94.392523364486,103,96.2616822429907,103,96.2616822429907,Y
6053185,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"OSBORN ELEM.",126,123,97.6190476190476,1,0.79365079365079,0,0,2,1.58730158730159,123,97.6190476190476,123,97.6190476190476,124,98.4126984126984,123,97.6190476190476,124,98.4126984126984,124,98.4126984126984,Y
6053193,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,WAKEFIELD,133,129,96.9924812030075,0,0,0,0,4,3.00751879699248,129,96.9924812030075,129,96.9924812030075,129,96.9924812030075,129,96.9924812030075,129,96.9924812030075,129,96.9924812030075,Y
0114561,STANISLAUS,PUBLIC,"TURLOCK UNIFIED",TURLOCK,"WALNUT ELEM. EDUCATION CENTER",126,117,92.8571428571429,0,0,0,0,9,7.14285714285714,117,92.8571428571429,117,92.8571428571429,117,92.8571428571429,117,92.8571428571429,117,92.8571428571429,117,92.8571428571429,Y
6053201,STANISLAUS,PUBLIC,"VALLEY HOME JOINT ELEMENTARY","VALLEY HOME","Harold Pope School",24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,Y
