"2011-2012 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,
"In schools with 10 or more kindergarten students enrolled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHOOL CODE",COUNTY,"PUB/ PRIV","PUBLIC SCHOOL DISTRICT",CITY,"SCHOOL NAME",ENROLLMENT,UP-TO-DATE†,,"CONDI- TIONAL*",,PME**,,"PBE§ ",,DTP††,,POLIO¥,,"1 MMRll ",,"2 MMR‡ ",,HEPB§,,VARI¶,,REPORTED
6003909,"CONTRA COSTA",PUBLIC,"MORAGA ELEMENTARY",MORAGA,"CAMINO PABLO ELEM.",56,54,96.4285714285714,0,0,0,0,2,3.57142857142857,54,96.4285714285714,54,96.4285714285714,54,96.4285714285714,54,96.4285714285714,54,96.4285714285714,54,96.4285714285714,Y
6003933,"CONTRA COSTA",PUBLIC,"MORAGA ELEMENTARY",MORAGA,"LOS PERALES ELEM.",48,45,93.75,0,0,1,2.08333333333333,2,4.16666666666667,45,93.75,45,93.75,45,93.75,45,93.75,45,93.75,45,93.75,Y
6003917,"CONTRA COSTA",PUBLIC,"MORAGA ELEMENTARY",MORAGA,"RHEEM (DONALD) ELEM.",60,59,98.3333333333333,0,0,0,0,1,1.66666666666667,59,98.3333333333333,59,98.3333333333333,59,98.3333333333333,59,98.3333333333333,59,98.3333333333333,59,98.3333333333333,Y
6004188,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CLAYTON,"MT. DIABLO ELEM.",118,116,98.3050847457627,1,0.84745762711864,0,0,1,0.84745762711864,117,99.1525423728814,117,99.1525423728814,117,99.1525423728814,116,98.3050847457627,117,99.1525423728814,117,99.1525423728814,Y
6003958,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"AYERS ELEM.",71,69,97.1830985915493,2,2.8169014084507,0,0,0,0,69,97.1830985915493,69,97.1830985915493,70,98.5915492957747,70,98.5915492957747,70,98.5915492957747,71,100,Y
6003982,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"CAMBRIDGE ELEM.",140,137,97.8571428571428,3,2.14285714285714,0,0,0,0,138,98.5714285714286,139,99.2857142857143,140,100,138,98.5714285714286,139,99.2857142857143,139,99.2857142857143,Y
6004048,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"EL MONTE ELEM.",92,80,86.9565217391304,12,13.0434782608696,0,0,0,0,83,90.2173913043478,84,91.304347826087,88,95.6521739130435,88,95.6521739130435,86,93.4782608695652,87,94.5652173913043,Y
6004105,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"HIGHLANDS ELEM.",98,98,100,0,0,0,0,0,0,98,100,98,100,98,100,98,100,98,100,98,100,Y
6004154,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"MEADOW HOMES ELEM.",160,160,100,0,0,0,0,0,0,160,100,160,100,160,100,160,100,160,100,160,100,Y
6004162,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"MONTE GARDENS ELEM.",92,88,95.6521739130435,2,2.17391304347826,0,0,2,2.17391304347826,89,96.7391304347826,89,96.7391304347826,90,97.8260869565217,88,95.6521739130435,90,97.8260869565217,89,96.7391304347826,Y
6004170,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"MOUNTAIN VIEW ELEM.",60,57,95,1,1.66666666666667,0,0,2,3.33333333333333,57,95,57,95,58,96.6666666666667,57,95,57,95,58,96.6666666666667,Y
6004303,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"SILVERWOOD ELEM.",66,59,89.3939393939394,3,4.54545454545455,0,0,4,6.06060606060606,59,89.3939393939394,59,89.3939393939394,62,93.9393939393939,59,89.3939393939394,61,92.4242424242424,62,93.9393939393939,Y
6004329,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"SUN TERRACE ELEM.",122,110,90.1639344262295,12,9.83606557377049,0,0,0,0,112,91.8032786885246,114,93.4426229508197,122,100,115,94.2622950819672,121,99.1803278688525,121,99.1803278688525,Y
6004378,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"WESTWOOD ELEM.",70,66,94.2857142857143,4,5.71428571428571,0,0,0,0,67,95.7142857142857,67,95.7142857142857,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,68,97.1428571428571,Y
6004394,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"WOODSIDE ELEM.",66,65,98.4848484848485,1,1.51515151515152,0,0,0,0,66,100,66,100,66,100,66,100,65,98.4848484848485,66,100,Y
6004402,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"WREN AVE. ELEM.",112,110,98.2142857142857,2,1.78571428571429,0,0,0,0,111,99.1071428571429,111,99.1071428571429,112,100,110,98.2142857142857,112,100,112,100,Y
6004410,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",CONCORD,"YGNACIO VALLEY ELEM.",88,84,95.4545454545455,2,2.27272727272727,0,0,2,2.27272727272727,86,97.7272727272727,86,97.7272727272727,84,95.4545454545455,86,97.7272727272727,85,96.5909090909091,86,97.7272727272727,Y
6004097,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",MARTINEZ,"HIDDEN VALLEY ELEM.",125,111,88.8,11,8.8,0,0,3,2.4,115,92,116,92.8,120,96,115,92,119,95.2,120,96,Y
6003974,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",PITTSBURG,"BEL AIR ELEM.",96,91,94.7916666666667,4,4.16666666666667,0,0,1,1.04166666666667,92,95.8333333333333,92,95.8333333333333,95,98.9583333333333,92,95.8333333333333,94,97.9166666666667,94,97.9166666666667,Y
0106088,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",PITTSBURG,"DELTA VIEW ELEM.",139,139,100,0,0,0,0,0,0,139,100,139,100,139,100,139,100,139,100,139,100,Y
6096226,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",PITTSBURG,"RIO VISTA ELEM.",93,91,97.8494623655914,2,2.1505376344086,0,0,0,0,92,98.9247311827957,92,98.9247311827957,92,98.9247311827957,92,98.9247311827957,92,98.9247311827957,92,98.9247311827957,Y
6004295,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED",PITTSBURG,"SHORE ACRES ELEM.",94,87,92.5531914893617,7,7.4468085106383,0,0,0,0,88,93.6170212765958,88,93.6170212765958,93,98.936170212766,89,94.6808510638298,94,100,93,98.936170212766,Y
6004055,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","FAIR OAKS ELEM.",102,101,99.0196078431373,0,0,0,0,1,0.98039215686275,101,99.0196078431373,101,99.0196078431373,101,99.0196078431373,101,99.0196078431373,101,99.0196078431373,101,99.0196078431373,Y
6112395,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","GREGORY GARDENS ELEM.",73,71,97.2602739726027,1,1.36986301369863,0,0,1,1.36986301369863,71,97.2602739726027,71,97.2602739726027,72,98.6301369863014,71,97.2602739726027,72,98.6301369863014,72,98.6301369863014,Y
6004246,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","PLEASANT HILL ELEM.",126,121,96.031746031746,2,1.58730158730159,1,0.79365079365079,2,1.58730158730159,122,96.8253968253968,122,96.8253968253968,122,96.8253968253968,123,97.6190476190476,123,97.6190476190476,122,96.8253968253968,Y
6004253,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","SEQUOIA ELEM.",92,86,93.4782608695652,1,1.08695652173913,0,0,5,5.43478260869565,86,93.4782608695652,86,93.4782608695652,87,94.5652173913043,86,93.4782608695652,87,94.5652173913043,87,94.5652173913043,Y
6004311,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","STRANDWOOD ELEM.",124,113,91.1290322580645,3,2.41935483870968,0,0,8,6.45161290322581,114,91.9354838709677,114,91.9354838709677,116,93.5483870967742,113,91.1290322580645,116,93.5483870967742,116,93.5483870967742,Y
6004337,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","PLEASANT HILL","VALHALLA ELEM.",95,82,86.3157894736842,7,7.36842105263158,0,0,6,6.31578947368421,86,90.5263157894737,84,88.4210526315789,89,93.6842105263158,84,88.4210526315789,87,91.5789473684211,89,93.6842105263158,Y
6003966,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","WALNUT CREEK","BANCROFT ELEM.",76,75,98.6842105263158,1,1.31578947368421,0,0,0,0,76,100,76,100,76,100,76,100,75,98.6842105263158,75,98.6842105263158,Y
6004345,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","WALNUT CREEK","VALLE VERDE ELEM.",62,59,95.1612903225807,3,4.83870967741935,0,0,0,0,60,96.7741935483871,60,96.7741935483871,62,100,59,95.1612903225807,62,100,61,98.3870967741936,Y
6004360,"CONTRA COSTA",PUBLIC,"MT. DIABLO UNIFIED","WALNUT CREEK","WALNUT ACRES ELEM.",96,94,97.9166666666667,0,0,0,0,2,2.08333333333333,94,97.9166666666667,94,97.9166666666667,94,97.9166666666667,94,97.9166666666667,94,97.9166666666667,94,97.9166666666667,Y
6096234,"CONTRA COSTA",PUBLIC,"OAKLEY UNION ELEMENTARY",OAKLEY,"GEHRINGER ELEM.",121,118,97.5206611570248,0,0,0,0,3,2.47933884297521,118,97.5206611570248,118,97.5206611570248,118,97.5206611570248,118,97.5206611570248,118,97.5206611570248,118,97.5206611570248,Y
0110684,"CONTRA COSTA",PUBLIC,"OAKLEY UNION ELEMENTARY",OAKLEY,"IRON HORSE ELEM.",120,115,95.8333333333333,0,0,0,0,5,4.16666666666667,115,95.8333333333333,115,95.8333333333333,115,95.8333333333333,115,95.8333333333333,115,95.8333333333333,115,95.8333333333333,Y
6110803,"CONTRA COSTA",PUBLIC,"OAKLEY UNION ELEMENTARY",OAKLEY,"LAUREL ELEM.",121,114,94.2148760330578,0,0,0,0,7,5.78512396694215,114,94.2148760330578,114,94.2148760330578,114,94.2148760330578,114,94.2148760330578,114,94.2148760330578,114,94.2148760330578,Y
6004428,"CONTRA COSTA",PUBLIC,"OAKLEY UNION ELEMENTARY",OAKLEY,"OAKLEY ELEM.",71,68,95.7746478873239,1,1.40845070422535,0,0,2,2.8169014084507,68,95.7746478873239,68,95.7746478873239,68,95.7746478873239,69,97.1830985915493,69,97.1830985915493,69,97.1830985915493,Y
6110811,"CONTRA COSTA",PUBLIC,"OAKLEY UNION ELEMENTARY",OAKLEY,"VINTAGE PARKWAY ELEM.",77,69,89.6103896103896,8,10.3896103896104,0,0,0,0,70,90.9090909090909,72,93.5064935064935,76,98.7012987012987,72,93.5064935064935,74,96.1038961038961,75,97.4025974025974,Y
6004444,"CONTRA COSTA",PUBLIC,"ORINDA UNION ELEMENTARY",ORINDA,"DEL REY ELEM.",60,45,75,15,25,0,0,0,0,49,81.6666666666667,49,81.6666666666667,60,100,50,83.3333333333333,59,98.3333333333333,58,96.6666666666667,Y
6004451,"CONTRA COSTA",PUBLIC,"ORINDA UNION ELEMENTARY",ORINDA,"GLORIETTA ELEM.",59,57,96.6101694915254,0,0,0,0,2,3.38983050847458,57,96.6101694915254,57,96.6101694915254,57,96.6101694915254,57,96.6101694915254,57,96.6101694915254,57,96.6101694915254,Y
6004501,"CONTRA COSTA",PUBLIC,"ORINDA UNION ELEMENTARY",ORINDA,"SLEEPY HOLLOW ELEM.",60,55,91.6666666666667,0,0,0,0,5,8.33333333333333,55,91.6666666666667,55,91.6666666666667,55,91.6666666666667,55,91.6666666666667,55,91.6666666666667,55,91.6666666666667,Y
6066583,"CONTRA COSTA",PUBLIC,"ORINDA UNION ELEMENTARY",ORINDA,"WAGNER RANCH ELEM.",53,44,83.0188679245283,9,16.9811320754717,0,0,0,0,50,94.3396226415094,50,94.3396226415094,53,100,47,88.6792452830189,51,96.2264150943396,52,98.1132075471698,Y
6098578,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"FOOTHILL ELEM.",86,86,100,0,0,0,0,0,0,86,100,86,100,86,100,86,100,86,100,86,100,Y
6004527,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"HEIGHTS ELEM.",96,96,100,0,0,0,0,0,0,96,100,96,100,96,100,96,100,96,100,96,100,Y
6004535,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"HIGHLANDS ELEM.",132,128,96.969696969697,4,3.03030303030303,0,0,0,0,129,97.7272727272727,131,99.2424242424242,131,99.2424242424242,130,98.4848484848485,131,99.2424242424242,131,99.2424242424242,Y
6004543,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"LOS MEDANOS ELEM.",128,126,98.4375,2,1.5625,0,0,0,0,126,98.4375,126,98.4375,128,100,126,98.4375,128,100,128,100,Y
0116863,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"MARINA VISTA ELEM",137,132,96.3503649635037,5,3.64963503649635,0,0,0,0,132,96.3503649635037,133,97.0802919708029,137,100,133,97.0802919708029,136,99.2700729927007,137,100,Y
6004568,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"PARKSIDE ELEM.",104,95,91.3461538461538,8,7.69230769230769,0,0,1,0.96153846153846,100,96.1538461538462,101,97.1153846153846,103,99.0384615384615,100,96.1538461538462,103,99.0384615384615,103,99.0384615384615,Y
6109383,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"STONEMAN ELEM.",102,96,94.1176470588235,5,4.90196078431373,0,0,1,0.98039215686275,97,95.0980392156863,99,97.0588235294118,96,94.1176470588235,96,94.1176470588235,99,97.0588235294118,99,97.0588235294118,Y
6004576,"CONTRA COSTA",PUBLIC,"PITTSBURG UNIFIED",PITTSBURG,"WILLOW COVE ELEM.",128,126,98.4375,1,0.78125,0,0,1,0.78125,127,99.21875,126,98.4375,127,99.21875,126,98.4375,127,99.21875,126,98.4375,Y
6005060,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",ALAMO,"ALAMO ELEM.",48,47,97.9166666666667,0,0,1,2.08333333333333,0,0,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,Y
6005136,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",ALAMO,"RANCHO ROMERO ELEM.",98,97,98.9795918367347,0,0,0,0,1,1.02040816326531,97,98.9795918367347,97,98.9795918367347,97,98.9795918367347,97,98.9795918367347,97,98.9795918367347,97,98.9795918367347,Y
6005102,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"BALDWIN (JOHN) ELEM.",124,124,100,0,0,0,0,0,0,124,100,124,100,124,100,124,100,124,100,124,100,Y
0119032,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"CREEKSIDE ELEMENTARY",123,123,100,0,0,0,0,0,0,123,100,123,100,123,100,123,100,123,100,123,100,Y
6005094,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"GREEN VALLEY ELEM.",88,87,98.8636363636364,1,1.13636363636364,0,0,0,0,87,98.8636363636364,87,98.8636363636364,88,100,88,100,88,100,88,100,Y
6096036,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"GREENBROOK ELEM.",104,96,92.3076923076923,6,5.76923076923077,1,0.96153846153846,1,0.96153846153846,99,95.1923076923077,99,95.1923076923077,101,97.1153846153846,101,97.1153846153846,98,94.2307692307692,101,97.1153846153846,Y
6005128,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"MONTAIR ELEM.",74,67,90.5405405405405,6,8.10810810810811,1,1.35135135135135,0,0,68,91.8918918918919,68,91.8918918918919,71,95.9459459459459,71,95.9459459459459,70,94.5945945945946,71,95.9459459459459,Y
6110449,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"SYCAMORE VALLEY ELEM.",90,84,93.3333333333333,5,5.55555555555556,0,0,1,1.11111111111111,84,93.3333333333333,84,93.3333333333333,89,98.8888888888889,87,96.6666666666667,87,96.6666666666667,88,97.7777777777778,Y
6114326,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"TASSAJARA HILLS ELEM.",89,86,96.6292134831461,1,1.12359550561798,0,0,2,2.24719101123596,86,96.6292134831461,86,96.6292134831461,87,97.752808988764,87,97.752808988764,87,97.752808988764,87,97.752808988764,Y
6005151,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED",DANVILLE,"VISTA GRANDE ELEM.",87,82,94.2528735632184,4,4.59770114942529,0,0,1,1.14942528735632,82,94.2528735632184,82,94.2528735632184,85,97.7011494252874,85,97.7011494252874,84,96.551724137931,86,98.8505747126437,Y
6066591,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","ARMSTRONG (NEIL A.) ELEM.",104,102,98.0769230769231,0,0,0,0,2,1.92307692307692,102,98.0769230769231,102,98.0769230769231,102,98.0769230769231,102,98.0769230769231,102,98.0769230769231,102,98.0769230769231,Y
6100952,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","BOLLINGER CANYON ELEM.",83,60,72.289156626506,20,24.0963855421687,1,1.20481927710843,2,2.40963855421687,61,73.4939759036145,61,73.4939759036145,73,87.9518072289157,80,96.3855421686747,69,83.1325301204819,71,85.5421686746988,Y
6005086,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","COUNTRY CLUB ELEM.",72,72,100,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,72,100,Y
6117485,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","COYOTE CREEK SCHOOL",117,113,96.5811965811966,0,0,0,0,4,3.41880341880342,113,96.5811965811966,113,96.5811965811966,113,96.5811965811966,113,96.5811965811966,113,96.5811965811966,113,96.5811965811966,Y
6108161,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","GOLDEN VIEW ELEM.",78,60,76.9230769230769,18,23.0769230769231,0,0,0,0,64,82.051282051282,64,82.051282051282,72,92.3076923076923,65,83.3333333333333,70,89.7435897435898,71,91.025641025641,Y
0102566,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","HIDDEN HILLS ELEMENTARY",169,165,97.6331360946746,2,1.18343195266272,0,0,2,1.18343195266272,167,98.8165680473373,167,98.8165680473373,167,98.8165680473373,166,98.2248520710059,166,98.2248520710059,167,98.8165680473373,Y
0113589,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","LIVE OAK ELEMENTARY",197,191,96.9543147208122,0,0,2,1.01522842639594,4,2.03045685279188,191,96.9543147208122,191,96.9543147208122,191,96.9543147208122,191,96.9543147208122,191,96.9543147208122,191,96.9543147208122,Y
6097158,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","MONTEVIDEO ELEM.",104,101,97.1153846153846,3,2.88461538461538,0,0,0,0,101,97.1153846153846,104,100,104,100,104,100,104,100,104,100,Y
0109173,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","QUAIL RUN ELEM.",156,134,85.8974358974359,16,10.2564102564103,4,2.56410256410256,2,1.28205128205128,136,87.1794871794872,139,89.1025641025641,146,93.5897435897436,137,87.8205128205128,145,92.948717948718,145,92.948717948718,Y
6089130,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","TWIN CREEKS ELEM.",108,99,91.6666666666667,9,8.33333333333333,0,0,0,0,104,96.2962962962963,103,95.3703703703704,104,96.2962962962963,100,92.5925925925926,104,96.2962962962963,104,96.2962962962963,Y
6071039,"CONTRA COSTA",PUBLIC,"SAN RAMON VALLEY UNIFIED","SAN RAMON","WALT DISNEY ELEM.",76,76,100,0,0,0,0,0,0,76,100,76,100,76,100,76,100,76,100,76,100,Y
6005169,"CONTRA COSTA",PUBLIC,"WALNUT CREEK ELEMENTARY","WALNUT CREEK","BUENA VISTA ELEM.",96,84,87.5,1,1.04166666666667,0,0,11,11.4583333333333,85,88.5416666666667,85,88.5416666666667,85,88.5416666666667,85,88.5416666666667,84,87.5,85,88.5416666666667,Y
6005177,"CONTRA COSTA",PUBLIC,"WALNUT CREEK ELEMENTARY","WALNUT CREEK","INDIAN VALLEY ELEM.",75,73,97.3333333333333,0,0,0,0,2,2.66666666666667,73,97.3333333333333,73,97.3333333333333,73,97.3333333333333,73,97.3333333333333,73,97.3333333333333,73,97.3333333333333,Y
6005185,"CONTRA COSTA",PUBLIC,"WALNUT CREEK ELEMENTARY","WALNUT CREEK","MURWOOD ELEM.",64,59,92.1875,2,3.125,0,0,3,4.6875,59,92.1875,61,95.3125,61,95.3125,59,92.1875,61,95.3125,61,95.3125,Y
6005193,"CONTRA COSTA",PUBLIC,"WALNUT CREEK ELEMENTARY","WALNUT CREEK","PARKMEAD ELEM.",69,66,95.6521739130435,0,0,0,0,3,4.34782608695652,66,95.6521739130435,66,95.6521739130435,66,95.6521739130435,66,95.6521739130435,66,95.6521739130435,66,95.6521739130435,Y
6005243,"CONTRA COSTA",PUBLIC,"WALNUT CREEK ELEMENTARY","WALNUT CREEK","WALNUT HEIGHTS ELEM.",74,70,94.5945945945946,2,2.7027027027027,0,0,2,2.7027027027027,70,94.5945945945946,70,94.5945945945946,72,97.2972972972973,70,94.5945945945946,72,97.2972972972973,72,97.2972972972973,Y
6004758,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL CERRITO","FAIRMONT ELEM.",95,90,94.7368421052632,2,2.10526315789474,0,0,3,3.15789473684211,92,96.8421052631579,91,95.7894736842105,92,96.8421052631579,91,95.7894736842105,92,96.8421052631579,92,96.8421052631579,Y
6004782,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL CERRITO","HARDING ELEM.",40,37,92.5,0,0,0,0,3,7.5,37,92.5,37,92.5,37,92.5,37,92.5,37,92.5,37,92.5,Y
6004840,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL CERRITO","MADERA ELEM.",91,88,96.7032967032967,0,0,0,0,3,3.2967032967033,88,96.7032967032967,88,96.7032967032967,88,96.7032967032967,88,96.7032967032967,88,96.7032967032967,88,96.7032967032967,Y
6004873,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL SOBRANTE","MURPHY ELEM.",84,80,95.2380952380952,3,3.57142857142857,0,0,1,1.19047619047619,81,96.4285714285714,81,96.4285714285714,82,97.6190476190476,82,97.6190476190476,81,96.4285714285714,82,97.6190476190476,Y
6004899,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL SOBRANTE","OLINDA ELEM.",38,34,89.4736842105263,2,5.26315789473684,0,0,2,5.26315789473684,34,89.4736842105263,34,89.4736842105263,36,94.7368421052632,35,92.1052631578947,36,94.7368421052632,36,94.7368421052632,Y
6004964,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED","EL SOBRANTE","SHELDON ELEM.",65,64,98.4615384615385,1,1.53846153846154,0,0,0,0,64,98.4615384615385,64,98.4615384615385,65,100,64,98.4615384615385,65,100,65,100,Y
6112015,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",HERCULES,"HANNA RANCH ELEM.",72,70,97.2222222222222,2,2.77777777777778,0,0,0,0,71,98.6111111111111,71,98.6111111111111,72,100,70,97.2222222222222,72,100,72,100,Y
6097141,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",HERCULES,"LUPINE HILLS ELEM.",67,65,97.0149253731343,2,2.98507462686567,0,0,0,0,66,98.5074626865672,66,98.5074626865672,67,100,67,100,67,100,67,100,Y
6099717,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",HERCULES,"OHLONE ELEM.",75,75,100,0,0,0,0,0,0,75,100,75,100,75,100,75,100,75,100,75,100,Y
6004808,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",KENSINGTON,"KENSINGTON ELEM.",77,71,92.2077922077922,1,1.2987012987013,1,1.2987012987013,4,5.19480519480519,72,93.5064935064935,71,92.2077922077922,72,93.5064935064935,72,93.5064935064935,72,93.5064935064935,72,93.5064935064935,Y
6004659,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",PINOLE,"COLLINS ELEM.",48,47,97.9166666666667,1,2.08333333333333,0,0,0,0,48,100,48,100,48,100,48,100,47,97.9166666666667,48,100,Y
6004733,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",PINOLE,"ELLERHORST ELEM.",51,51,100,0,0,0,0,0,0,51,100,51,100,51,100,51,100,51,100,51,100,Y
6004956,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",PINOLE,"SHANNON ELEM.",48,45,93.75,3,6.25,0,0,0,0,45,93.75,46,95.8333333333333,47,97.9166666666667,46,95.8333333333333,48,100,48,100,Y
6004980,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",PINOLE,"STEWART ELEM.",47,47,100,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,47,100,Y
6114094,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"CHAVEZ ELEM.",118,114,96.6101694915254,4,3.38983050847458,0,0,0,0,114,96.6101694915254,117,99.1525423728814,118,100,116,98.3050847457627,118,100,118,100,Y
6004667,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"CORONADO ELEM.",72,71,98.6111111111111,1,1.38888888888889,0,0,0,0,72,100,72,100,72,100,72,100,72,100,71,98.6111111111111,Y
6004774,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"GRANT ELEM.",93,91,97.8494623655914,2,2.1505376344086,0,0,0,0,91,97.8494623655914,91,97.8494623655914,93,100,93,100,92,98.9247311827957,92,98.9247311827957,Y
6004741,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"HIGHLAND ELEM.",83,81,97.5903614457831,1,1.20481927710843,0,0,1,1.20481927710843,81,97.5903614457831,81,97.5903614457831,82,98.7951807228916,81,97.5903614457831,82,98.7951807228916,82,98.7951807228916,Y
6004915,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"KING ELEM.",70,65,92.8571428571429,5,7.14285714285714,0,0,0,0,65,92.8571428571429,65,92.8571428571429,70,100,65,92.8571428571429,70,100,70,100,Y
6004832,"CONTRA COSTA",PUBLIC,"WEST CONTRA COSTA UNIFIED",RICHMOND,"LINCOLN ELEM.",81,73,90.1234567901235,8,9.87654320987654,0,0,0,0,73,90.1234567901235,74,91.358024691358,81,100,74,91.358024691358,81,100,78,96.2962962962963,Y
